 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  11.12.2021    Time:  14: 2:47
 Units: L = cm   , T = days , M = ng   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  75   -74.0000     -46.927 0.1731   0.1017E+00  0.1879E-02 -0.1253E+00  0.0000E+00      -1  -0.118E-02   20.00  0.9857E+00  0.0000E+00
  76   -75.0000     -47.172 0.1726   0.9831E-01  0.1859E-02 -0.1238E+00  0.0000E+00      -1  -0.117E-02   20.00  0.9721E+00  0.0000E+00
  77   -76.0000     -47.448 0.1720   0.9455E-01  0.1836E-02 -0.1223E+00  0.0000E+00      -1  -0.115E-02   20.00  0.9588E+00  0.0000E+00
  78   -77.0000     -47.743 0.1716   0.9323E-01  0.1822E-02 -0.1208E+00  0.0000E+00      -1  -0.114E-02   20.00  0.9457E+00  0.0000E+00
  79   -78.0000     -48.040 0.1711   0.9189E-01  0.1808E-02 -0.1193E+00  0.0000E+00      -1  -0.112E-02   20.00  0.9331E+00  0.0000E+00
  80   -79.0000     -48.339 0.1706   0.9055E-01  0.1794E-02 -0.1177E+00  0.0000E+00      -1  -0.111E-02   20.00  0.9207E+00  0.0000E+00
  81   -80.0000     -48.640 0.1702   0.8919E-01  0.1780E-02 -0.1161E+00  0.0000E+00      -1  -0.109E-02   20.00  0.9088E+00  0.0000E+00
  82   -81.0000     -48.943 0.1697   0.8782E-01  0.1766E-02 -0.1144E+00  0.0000E+00      -1  -0.108E-02   20.00  0.8971E+00  0.0000E+00
  83   -82.0000     -49.246 0.1693   0.8644E-01  0.1751E-02 -0.1126E+00  0.0000E+00      -1  -0.106E-02   20.00  0.8859E+00  0.0000E+00
  84   -83.0000     -49.549 0.1688   0.8506E-01  0.1737E-02 -0.1108E+00  0.0000E+00      -1  -0.104E-02   20.00  0.8750E+00  0.0000E+00
  85   -84.0000     -49.852 0.1684   0.8367E-01  0.1722E-02 -0.1090E+00  0.0000E+00      -1  -0.103E-02   20.00  0.8645E+00  0.0000E+00
  86   -85.0000     -50.154 0.1679   0.8229E-01  0.1708E-02 -0.1070E+00  0.0000E+00      -1  -0.101E-02   20.00  0.8545E+00  0.0000E+00
  87   -86.0000     -50.453 0.1674   0.8091E-01  0.1693E-02 -0.1050E+00  0.0000E+00      -1  -0.990E-03   20.00  0.8448E+00  0.0000E+00
  88   -87.0000     -50.749 0.1670   0.7955E-01  0.1679E-02 -0.1029E+00  0.0000E+00      -1  -0.970E-03   20.00  0.8357E+00  0.0000E+00
  89   -88.0000     -51.040 0.1666   0.7820E-01  0.1665E-02 -0.1007E+00  0.0000E+00      -1  -0.949E-03   20.00  0.8270E+00  0.0000E+00
  90   -89.0000     -51.324 0.1661   0.7688E-01  0.1651E-02 -0.9842E-01  0.0000E+00      -1  -0.928E-03   20.00  0.8188E+00  0.0000E+00
  91   -90.0000     -51.600 0.1657   0.7560E-01  0.1638E-02 -0.9606E-01  0.0000E+00      -1  -0.905E-03   20.00  0.8112E+00  0.0000E+00
  92   -91.0000     -51.865 0.1653   0.7436E-01  0.1625E-02 -0.9360E-01  0.0000E+00      -1  -0.882E-03   20.00  0.8041E+00  0.0000E+00
  93   -92.0000     -52.116 0.1649   0.7318E-01  0.1613E-02 -0.9105E-01  0.0000E+00      -1  -0.858E-03   20.00  0.7977E+00  0.0000E+00
  94   -93.0000     -52.352 0.1646   0.7208E-01  0.1601E-02 -0.8841E-01  0.0000E+00      -1  -0.833E-03   20.00  0.7918E+00  0.0000E+00
  95   -94.0000     -52.569 0.1642   0.7107E-01  0.1590E-02 -0.8568E-01  0.0000E+00      -1  -0.808E-03   20.00  0.7866E+00  0.0000E+00
  96   -95.0000     -52.762 0.1639   0.7016E-01  0.1581E-02 -0.8287E-01  0.0000E+00      -1  -0.781E-03   20.00  0.7822E+00  0.0000E+00
  97   -96.0000     -52.930 0.1637   0.6937E-01  0.1573E-02 -0.7998E-01  0.0000E+00      -1  -0.754E-03   20.00  0.7784E+00  0.0000E+00
  98   -97.0000     -53.067 0.1635   0.6873E-01  0.1566E-02 -0.7703E-01  0.0000E+00      -1  -0.726E-03   20.00  0.7755E+00  0.0000E+00
  99   -98.0000     -53.170 0.1633   0.6825E-01  0.1561E-02 -0.7402E-01  0.0000E+00      -1  -0.698E-03   20.00  0.7735E+00  0.0000E+00
 100   -99.0000     -53.234 0.1632   0.6795E-01  0.1558E-02 -0.7097E-01  0.0000E+00      -1  -0.669E-03   20.00  0.7724E+00  0.0000E+00
 101  -100.0000     -53.257 0.1632   0.6785E-01  0.1557E-02 -0.6944E-01  0.0000E+00      -1  -0.654E-03   20.00  0.7724E+00  0.0000E+00
end


 Time:       50.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -43.795 0.1801   0.1469E+00  0.2149E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3006E+01  0.0000E+00
   2    -1.0000     -43.796 0.1801   0.1469E+00  0.2149E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2974E+01  0.0000E+00
   3    -2.0000     -43.797 0.1801   0.1469E+00  0.2149E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2942E+01  0.0000E+00
   4    -3.0000     -43.798 0.1801   0.1468E+00  0.2149E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2910E+01  0.0000E+00
   5    -4.0000     -43.799 0.1801   0.1468E+00  0.2149E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2879E+01  0.0000E+00
   6    -5.0000     -43.800 0.1801   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2848E+01  0.0000E+00
   7    -6.0000     -43.800 0.1801   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2817E+01  0.0000E+00
   8    -7.0000     -43.801 0.1801   0.1468E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2786E+01  0.0000E+00
   9    -8.0000     -43.802 0.1801   0.1468E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2756E+01  0.0000E+00
  10    -9.0000     -43.803 0.1801   0.1468E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2726E+01  0.0000E+00
  11   -10.0000     -43.804 0.1801   0.1468E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2696E+01  0.0000E+00
  12   -11.0000     -43.805 0.1801   0.1468E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2667E+01  0.0000E+00
  13   -12.0000     -43.806 0.1801   0.1467E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2638E+01  0.0000E+00
  14   -13.0000     -43.807 0.1801   0.1467E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2609E+01  0.0000E+00
  15   -14.0000     -43.808 0.1801   0.1467E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2580E+01  0.0000E+00
  16   -15.0000     -43.810 0.1801   0.1467E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2552E+01  0.0000E+00
  17   -16.0000     -43.811 0.1801   0.1467E+00  0.2148E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2524E+01  0.0000E+00
  18   -17.0000     -43.812 0.1801   0.1466E+00  0.2147E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2496E+01  0.0000E+00
  19   -18.0000     -43.814 0.1801   0.1466E+00  0.2147E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2469E+01  0.0000E+00
  20   -19.0000     -43.815 0.1801   0.1466E+00  0.2147E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2441E+01  0.0000E+00
  21   -20.0000     -43.817 0.1801   0.1466E+00  0.2147E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2414E+01  0.0000E+00
  22   -21.0000     -43.818 0.1801   0.1465E+00  0.2147E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2388E+01  0.0000E+00
  23   -22.0000     -43.820 0.1801   0.1465E+00  0.2146E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2361E+01  0.0000E+00
  24   -23.0000     -43.822 0.1801   0.1465E+00  0.2146E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2335E+01  0.0000E+00
  25   -24.0000     -43.824 0.1801   0.1464E+00  0.2146E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2310E+01  0.0000E+00
  26   -25.0000     -43.826 0.1801   0.1464E+00  0.2146E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2284E+01  0.0000E+00
  27   -26.0000     -43.828 0.1800   0.1463E+00  0.2146E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2259E+01  0.0000E+00
  28   -27.0000     -43.831 0.1800   0.1463E+00  0.2145E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2234E+01  0.0000E+00
  29   -28.0000     -43.833 0.1800   0.1462E+00  0.2145E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2209E+01  0.0000E+00
  30   -29.0000     -43.836 0.1800   0.1462E+00  0.2145E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2185E+01  0.0000E+00
  31   -30.0000     -43.838 0.1800   0.1461E+00  0.2144E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2161E+01  0.0000E+00
  32   -31.0000     -43.841 0.1800   0.1461E+00  0.2144E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2137E+01  0.0000E+00
  33   -32.0000     -43.845 0.1800   0.1460E+00  0.2144E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2113E+01  0.0000E+00
  34   -33.0000     -43.848 0.1800   0.1459E+00  0.2143E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2090E+01  0.0000E+00
  35   -34.0000     -43.851 0.1800   0.1459E+00  0.2143E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2067E+01  0.0000E+00
  36   -35.0000     -43.855 0.1800   0.1458E+00  0.2142E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2045E+01  0.0000E+00
  37   -36.0000     -43.859 0.1800   0.1457E+00  0.2142E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2022E+01  0.0000E+00
  38   -37.0000     -43.863 0.1800   0.1456E+00  0.2141E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2000E+01  0.0000E+00
  39   -38.0000     -43.868 0.1800   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1979E+01  0.0000E+00
  40   -39.0000     -43.872 0.1800   0.1455E+00  0.2140E-02 -0.1461E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1957E+01  0.0000E+00
  41   -40.0000     -43.877 0.1799   0.1454E+00  0.2140E-02 -0.1461E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1936E+01  0.0000E+00
  42   -41.0000     -43.882 0.1799   0.1453E+00  0.2139E-02 -0.1460E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1915E+01  0.0000E+00
  43   -42.0000     -43.888 0.1799   0.1451E+00  0.2138E-02 -0.1460E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1895E+01  0.0000E+00
  44   -43.0000     -43.894 0.1799   0.1450E+00  0.2138E-02 -0.1459E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1874E+01  0.0000E+00
  45   -44.0000     -43.900 0.1799   0.1449E+00  0.2137E-02 -0.1458E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1855E+01  0.0000E+00
  46   -45.0000     -43.906 0.1799   0.1448E+00  0.2136E-02 -0.1458E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1835E+01  0.0000E+00
  47   -46.0000     -43.913 0.1799   0.1447E+00  0.2136E-02 -0.1457E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1816E+01  0.0000E+00
  48   -47.0000     -43.920 0.1798   0.1445E+00  0.2135E-02 -0.1456E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1797E+01  0.0000E+00
  49   -48.0000     -43.928 0.1798   0.1444E+00  0.2134E-02 -0.1455E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1778E+01  0.0000E+00
  50   -49.0000     -43.936 0.1798   0.1443E+00  0.2133E-02 -0.1454E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1760E+01  0.0000E+00
  51   -50.0000     -43.944 0.1798   0.1441E+00  0.2132E-02 -0.1454E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1741E+01  0.0000E+00
  52   -51.0000     -43.953 0.1798   0.1440E+00  0.2131E-02 -0.1453E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1724E+01  0.0000E+00
  53   -52.0000     -43.962 0.1798   0.1438E+00  0.2130E-02 -0.1452E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1706E+01  0.0000E+00
  54   -53.0000     -43.972 0.1797   0.1436E+00  0.2129E-02 -0.1451E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1689E+01  0.0000E+00
  55   -54.0000     -43.983 0.1797   0.1434E+00  0.2128E-02 -0.1450E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1672E+01  0.0000E+00
  56   -55.0000     -43.993 0.1797   0.1433E+00  0.2127E-02 -0.1449E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1656E+01  0.0000E+00
  57   -56.0000     -44.005 0.1797   0.1431E+00  0.2126E-02 -0.1447E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1640E+01  0.0000E+00
  58   -57.0000     -44.017 0.1796   0.1429E+00  0.2125E-02 -0.1446E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1624E+01  0.0000E+00
  59   -58.0000     -44.029 0.1796   0.1427E+00  0.2124E-02 -0.1445E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1608E+01  0.0000E+00
  60   -59.0000     -44.042 0.1796   0.1425E+00  0.2122E-02 -0.1444E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1593E+01  0.0000E+00
  61   -60.0000     -44.056 0.1796   0.1423E+00  0.2121E-02 -0.1443E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1578E+01  0.0000E+00
  62   -61.0000     -44.071 0.1795   0.1420E+00  0.2120E-02 -0.1441E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1564E+01  0.0000E+00
  63   -62.0000     -44.086 0.1795   0.1418E+00  0.2118E-02 -0.1440E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1550E+01  0.0000E+00
  64   -63.0000     -44.101 0.1795   0.1416E+00  0.2117E-02 -0.1438E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1536E+01  0.0000E+00
  65   -64.0000     -44.118 0.1794   0.1413E+00  0.2116E-02 -0.1437E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1522E+01  0.0000E+00
  66   -65.0000     -44.135 0.1794   0.1411E+00  0.2114E-02 -0.1435E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1509E+01  0.0000E+00
  67   -66.0000     -44.152 0.1794   0.1408E+00  0.2113E-02 -0.1434E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1496E+01  0.0000E+00
  68   -67.0000     -44.171 0.1793   0.1406E+00  0.2111E-02 -0.1432E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1484E+01  0.0000E+00
  69   -68.0000     -44.190 0.1793   0.1403E+00  0.2110E-02 -0.1431E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1471E+01  0.0000E+00
  70   -69.0000     -44.210 0.1792   0.1400E+00  0.2108E-02 -0.1429E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1459E+01  0.0000E+00
  71   -70.0000     -44.230 0.1792   0.1398E+00  0.2106E-02 -0.1427E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1448E+01  0.0000E+00
  72   -71.0000     -44.252 0.1792   0.1395E+00  0.2105E-02 -0.1425E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1437E+01  0.0000E+00
  73   -72.0000     -44.274 0.1791   0.1392E+00  0.2103E-02 -0.1423E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1426E+01  0.0000E+00
  74   -73.0000     -44.296 0.1791   0.1389E+00  0.2101E-02 -0.1421E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1416E+01  0.0000E+00
  75   -74.0000     -44.319 0.1790   0.1386E+00  0.2099E-02 -0.1419E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1405E+01  0.0000E+00
  76   -75.0000     -44.343 0.1790   0.1383E+00  0.2098E-02 -0.1417E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1396E+01  0.0000E+00
  77   -76.0000     -44.368 0.1789   0.1380E+00  0.2096E-02 -0.1414E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1386E+01  0.0000E+00
  78   -77.0000     -44.393 0.1789   0.1377E+00  0.2094E-02 -0.1412E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1377E+01  0.0000E+00
  79   -78.0000     -44.418 0.1788   0.1374E+00  0.2092E-02 -0.1409E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1369E+01  0.0000E+00
  80   -79.0000     -44.444 0.1788   0.1371E+00  0.2090E-02 -0.1407E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1360E+01  0.0000E+00
  81   -80.0000     -44.470 0.1787   0.1368E+00  0.2088E-02 -0.1404E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1352E+01  0.0000E+00
  82   -81.0000     -44.497 0.1786   0.1365E+00  0.2087E-02 -0.1401E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1345E+01  0.0000E+00
  83   -82.0000     -44.524 0.1786   0.1361E+00  0.2085E-02 -0.1398E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1338E+01  0.0000E+00
  84   -83.0000     -44.551 0.1785   0.1358E+00  0.2083E-02 -0.1395E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1331E+01  0.0000E+00
  85   -84.0000     -44.578 0.1785   0.1355E+00  0.2081E-02 -0.1392E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1324E+01  0.0000E+00
  86   -85.0000     -44.605 0.1784   0.1352E+00  0.2079E-02 -0.1388E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1318E+01  0.0000E+00
  87   -86.0000     -44.632 0.1784   0.1349E+00  0.2077E-02 -0.1385E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1313E+01  0.0000E+00
  88   -87.0000     -44.659 0.1783   0.1345E+00  0.2075E-02 -0.1381E+00  0.0000E+00      -1  -0.130E-02   20.00  0.1307E+01  0.0000E+00
  89   -88.0000     -44.685 0.1782   0.1342E+00  0.2073E-02 -0.1377E+00  0.0000E+00      -1  -0.130E-02   20.00  0.1302E+01  0.0000E+00
  90   -89.0000     -44.710 0.1782   0.1339E+00  0.2071E-02 -0.1373E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1298E+01  0.0000E+00
  91   -90.0000     -44.735 0.1781   0.1336E+00  0.2070E-02 -0.1369E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1294E+01  0.0000E+00
  92   -91.0000     -44.759 0.1781   0.1333E+00  0.2068E-02 -0.1364E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1290E+01  0.0000E+00
  93   -92.0000     -44.781 0.1780   0.1331E+00  0.2066E-02 -0.1360E+00  0.0000E+00      -1  -0.128E-02   20.00  0.1287E+01  0.0000E+00
  94   -93.0000     -44.802 0.1780   0.1328E+00  0.2065E-02 -0.1355E+00  0.0000E+00      -1  -0.128E-02   20.00  0.1284E+01  0.0000E+00
  95   -94.0000     -44.821 0.1779   0.1326E+00  0.2063E-02 -0.1350E+00  0.0000E+00      -1  -0.127E-02   20.00  0.1281E+01  0.0000E+00
  96   -95.0000     -44.839 0.1779   0.1324E+00  0.2062E-02 -0.1345E+00  0.0000E+00      -1  -0.127E-02   20.00  0.1279E+01  0.0000E+00
  97   -96.0000     -44.854 0.1779   0.1322E+00  0.2061E-02 -0.1340E+00  0.0000E+00      -1  -0.126E-02   20.00  0.1277E+01  0.0000E+00
  98   -97.0000     -44.866 0.1778   0.1320E+00  0.2060E-02 -0.1335E+00  0.0000E+00      -1  -0.126E-02   20.00  0.1276E+01  0.0000E+00
  99   -98.0000     -44.875 0.1778   0.1319E+00  0.2060E-02 -0.1329E+00  0.0000E+00      -1  -0.125E-02   20.00  0.1275E+01  0.0000E+00
 100   -99.0000     -44.881 0.1778   0.1319E+00  0.2059E-02 -0.1324E+00  0.0000E+00      -1  -0.125E-02   20.00  0.1275E+01  0.0000E+00
 101  -100.0000     -44.883 0.1778   0.1318E+00  0.2059E-02 -0.1321E+00  0.0000E+00      -1  -0.125E-02   20.00  0.1275E+01  0.0000E+00
end


 Time:       60.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -43.752 0.1802   0.1463E+00  0.2145E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3341E+01  0.0000E+00
   2    -1.0000     -43.756 0.1802   0.1464E+00  0.2146E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3309E+01  0.0000E+00
   3    -2.0000     -43.760 0.1802   0.1464E+00  0.2146E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3278E+01  0.0000E+00
   4    -3.0000     -43.764 0.1802   0.1465E+00  0.2146E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3246E+01  0.0000E+00
   5    -4.0000     -43.767 0.1802   0.1465E+00  0.2147E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3215E+01  0.0000E+00
   6    -5.0000     -43.770 0.1802   0.1465E+00  0.2147E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3184E+01  0.0000E+00
   7    -6.0000     -43.773 0.1802   0.1466E+00  0.2147E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3153E+01  0.0000E+00
   8    -7.0000     -43.775 0.1802   0.1466E+00  0.2147E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3123E+01  0.0000E+00
   9    -8.0000     -43.778 0.1802   0.1466E+00  0.2147E-02 -0.1469E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3093E+01  0.0000E+00
  10    -9.0000     -43.780 0.1802   0.1466E+00  0.2147E-02 -0.1469E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3063E+01  0.0000E+00
  11   -10.0000     -43.782 0.1802   0.1467E+00  0.2147E-02 -0.1469E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3034E+01  0.0000E+00
  12   -11.0000     -43.784 0.1802   0.1467E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3005E+01  0.0000E+00
  13   -12.0000     -43.786 0.1802   0.1467E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2976E+01  0.0000E+00
  14   -13.0000     -43.788 0.1801   0.1467E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2948E+01  0.0000E+00
  15   -14.0000     -43.789 0.1801   0.1467E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2919E+01  0.0000E+00
  16   -15.0000     -43.791 0.1801   0.1467E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2892E+01  0.0000E+00
  17   -16.0000     -43.793 0.1801   0.1467E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2864E+01  0.0000E+00
  18   -17.0000     -43.794 0.1801   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2837E+01  0.0000E+00
  19   -18.0000     -43.796 0.1801   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2810E+01  0.0000E+00
  20   -19.0000     -43.797 0.1801   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2783E+01  0.0000E+00
  21   -20.0000     -43.798 0.1801   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2757E+01  0.0000E+00
  22   -21.0000     -43.800 0.1801   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2731E+01  0.0000E+00
  23   -22.0000     -43.801 0.1801   0.1468E+00  0.2149E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2705E+01  0.0000E+00
  24   -23.0000     -43.802 0.1801   0.1469E+00  0.2149E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2679E+01  0.0000E+00
  25   -24.0000     -43.803 0.1801   0.1469E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2654E+01  0.0000E+00
  26   -25.0000     -43.804 0.1801   0.1469E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2629E+01  0.0000E+00
  27   -26.0000     -43.806 0.1801   0.1469E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2605E+01  0.0000E+00
  28   -27.0000     -43.807 0.1801   0.1469E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2581E+01  0.0000E+00
  29   -28.0000     -43.808 0.1801   0.1470E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2557E+01  0.0000E+00
  30   -29.0000     -43.809 0.1801   0.1470E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2533E+01  0.0000E+00
  31   -30.0000     -43.810 0.1801   0.1470E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2510E+01  0.0000E+00
  32   -31.0000     -43.811 0.1801   0.1470E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2487E+01  0.0000E+00
  33   -32.0000     -43.812 0.1801   0.1470E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2464E+01  0.0000E+00
  34   -33.0000     -43.812 0.1801   0.1471E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2442E+01  0.0000E+00
