 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  11.12.2021    Time:  14: 2:47
 Units: L = cm   , T = days , M = ng   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  52   -51.0000     -97.796 0.1231   0.5198E-02  0.5209E-03 -0.7366E-02  0.0000E+00      -1  -0.694E-04   20.00  0.7209E-02  0.0000E+00
  53   -52.0000     -98.176 0.1230   0.5146E-02  0.5181E-03 -0.6944E-02  0.0000E+00      -1  -0.655E-04   20.00  0.4472E-02  0.0000E+00
  54   -53.0000     -98.494 0.1228   0.5103E-02  0.5157E-03 -0.6592E-02  0.0000E+00      -1  -0.621E-04   20.00  0.2718E-02  0.0000E+00
  55   -54.0000     -98.759 0.1227   0.5066E-02  0.5138E-03 -0.6297E-02  0.0000E+00      -1  -0.594E-04   20.00  0.1622E-02  0.0000E+00
  56   -55.0000     -98.979 0.1226   0.5037E-02  0.5121E-03 -0.6052E-02  0.0000E+00      -1  -0.570E-04   20.00  0.9524E-03  0.0000E+00
  57   -56.0000     -99.161 0.1226   0.5012E-02  0.5108E-03 -0.5849E-02  0.0000E+00      -1  -0.551E-04   20.00  0.5510E-03  0.0000E+00
  58   -57.0000     -99.312 0.1225   0.4991E-02  0.5097E-03 -0.5680E-02  0.0000E+00      -1  -0.535E-04   20.00  0.3147E-03  0.0000E+00
  59   -58.0000     -99.437 0.1224   0.4974E-02  0.5087E-03 -0.5540E-02  0.0000E+00      -1  -0.522E-04   20.00  0.1778E-03  0.0000E+00
  60   -59.0000     -99.539 0.1224   0.4961E-02  0.5080E-03 -0.5425E-02  0.0000E+00      -1  -0.511E-04   20.00  0.9946E-04  0.0000E+00
  61   -60.0000     -99.624 0.1224   0.4949E-02  0.5074E-03 -0.5330E-02  0.0000E+00      -1  -0.502E-04   20.00  0.5518E-04  0.0000E+00
  62   -61.0000     -99.693 0.1223   0.4940E-02  0.5068E-03 -0.5252E-02  0.0000E+00      -1  -0.495E-04   20.00  0.3039E-04  0.0000E+00
  63   -62.0000     -99.750 0.1223   0.4932E-02  0.5064E-03 -0.5187E-02  0.0000E+00      -1  -0.489E-04   20.00  0.1664E-04  0.0000E+00
  64   -63.0000     -99.796 0.1223   0.4926E-02  0.5061E-03 -0.5134E-02  0.0000E+00      -1  -0.484E-04   20.00  0.9062E-05  0.0000E+00
  65   -64.0000     -99.834 0.1223   0.4921E-02  0.5058E-03 -0.5091E-02  0.0000E+00      -1  -0.480E-04   20.00  0.4913E-05  0.0000E+00
  66   -65.0000     -99.865 0.1223   0.4917E-02  0.5056E-03 -0.5055E-02  0.0000E+00      -1  -0.476E-04   20.00  0.2653E-05  0.0000E+00
  67   -66.0000     -99.890 0.1222   0.4913E-02  0.5054E-03 -0.5026E-02  0.0000E+00      -1  -0.474E-04   20.00  0.1428E-05  0.0000E+00
  68   -67.0000     -99.911 0.1222   0.4910E-02  0.5052E-03 -0.5003E-02  0.0000E+00      -1  -0.471E-04   20.00  0.7664E-06  0.0000E+00
  69   -68.0000     -99.928 0.1222   0.4908E-02  0.5051E-03 -0.4983E-02  0.0000E+00      -1  -0.470E-04   20.00  0.4103E-06  0.0000E+00
  70   -69.0000     -99.942 0.1222   0.4906E-02  0.5050E-03 -0.4967E-02  0.0000E+00      -1  -0.468E-04   20.00  0.2192E-06  0.0000E+00
  71   -70.0000     -99.953 0.1222   0.4905E-02  0.5049E-03 -0.4954E-02  0.0000E+00      -1  -0.467E-04   20.00  0.1169E-06  0.0000E+00
  72   -71.0000     -99.962 0.1222   0.4904E-02  0.5049E-03 -0.4944E-02  0.0000E+00      -1  -0.466E-04   20.00  0.6221E-07  0.0000E+00
  73   -72.0000     -99.969 0.1222   0.4903E-02  0.5048E-03 -0.4935E-02  0.0000E+00      -1  -0.465E-04   20.00  0.3306E-07  0.0000E+00
  74   -73.0000     -99.975 0.1222   0.4902E-02  0.5048E-03 -0.4928E-02  0.0000E+00      -1  -0.464E-04   20.00  0.1755E-07  0.0000E+00
  75   -74.0000     -99.980 0.1222   0.4901E-02  0.5047E-03 -0.4923E-02  0.0000E+00      -1  -0.464E-04   20.00  0.9304E-08  0.0000E+00
  76   -75.0000     -99.984 0.1222   0.4901E-02  0.5047E-03 -0.4918E-02  0.0000E+00      -1  -0.464E-04   20.00  0.4927E-08  0.0000E+00
  77   -76.0000     -99.987 0.1222   0.4900E-02  0.5047E-03 -0.4914E-02  0.0000E+00      -1  -0.463E-04   20.00  0.2606E-08  0.0000E+00
  78   -77.0000     -99.989 0.1222   0.4900E-02  0.5047E-03 -0.4911E-02  0.0000E+00      -1  -0.463E-04   20.00  0.1377E-08  0.0000E+00
  79   -78.0000     -99.991 0.1222   0.4900E-02  0.5046E-03 -0.4909E-02  0.0000E+00      -1  -0.463E-04   20.00  0.7273E-09  0.0000E+00
  80   -79.0000     -99.993 0.1222   0.4899E-02  0.5046E-03 -0.4907E-02  0.0000E+00      -1  -0.462E-04   20.00  0.3837E-09  0.0000E+00
  81   -80.0000     -99.994 0.1222   0.4899E-02  0.5046E-03 -0.4905E-02  0.0000E+00      -1  -0.462E-04   20.00  0.2023E-09  0.0000E+00
  82   -81.0000     -99.996 0.1222   0.4899E-02  0.5046E-03 -0.4904E-02  0.0000E+00      -1  -0.462E-04   20.00  0.1066E-09  0.0000E+00
  83   -82.0000     -99.996 0.1222   0.4899E-02  0.5046E-03 -0.4903E-02  0.0000E+00      -1  -0.462E-04   20.00  0.5609E-10  0.0000E+00
  84   -83.0000     -99.997 0.1222   0.4899E-02  0.5046E-03 -0.4902E-02  0.0000E+00      -1  -0.462E-04   20.00  0.2950E-10  0.0000E+00
  85   -84.0000     -99.998 0.1222   0.4899E-02  0.5046E-03 -0.4901E-02  0.0000E+00      -1  -0.462E-04   20.00  0.1551E-10  0.0000E+00
  86   -85.0000     -99.998 0.1222   0.4899E-02  0.5046E-03 -0.4901E-02  0.0000E+00      -1  -0.462E-04   20.00  0.8148E-11  0.0000E+00
  87   -86.0000     -99.998 0.1222   0.4899E-02  0.5046E-03 -0.4900E-02  0.0000E+00      -1  -0.462E-04   20.00  0.4278E-11  0.0000E+00
  88   -87.0000     -99.999 0.1222   0.4899E-02  0.5046E-03 -0.4900E-02  0.0000E+00      -1  -0.462E-04   20.00  0.2244E-11  0.0000E+00
  89   -88.0000     -99.999 0.1222   0.4899E-02  0.5046E-03 -0.4900E-02  0.0000E+00      -1  -0.462E-04   20.00  0.1177E-11  0.0000E+00
  90   -89.0000     -99.999 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.6168E-12  0.0000E+00
  91   -90.0000     -99.999 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.3230E-12  0.0000E+00
  92   -91.0000     -99.999 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.1691E-12  0.0000E+00
  93   -92.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.8848E-13  0.0000E+00
  94   -93.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.4628E-13  0.0000E+00
  95   -94.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.2420E-13  0.0000E+00
  96   -95.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.1267E-13  0.0000E+00
  97   -96.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.6664E-14  0.0000E+00
  98   -97.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.3574E-14  0.0000E+00
  99   -98.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.2049E-14  0.0000E+00
 100   -99.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.1423E-14  0.0000E+00
 101  -100.0000    -100.000 0.1222   0.4899E-02  0.5046E-03 -0.4899E-02  0.0000E+00      -1  -0.462E-04   20.00  0.1423E-14  0.0000E+00
end


 Time:       20.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -44.174 0.1793   0.1427E+00  0.2124E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2039E+01  0.0000E+00
   2    -1.0000     -44.205 0.1792   0.1423E+00  0.2122E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2007E+01  0.0000E+00
   3    -2.0000     -44.238 0.1792   0.1419E+00  0.2119E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1975E+01  0.0000E+00
   4    -3.0000     -44.273 0.1791   0.1414E+00  0.2116E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1943E+01  0.0000E+00
   5    -4.0000     -44.310 0.1790   0.1409E+00  0.2113E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1911E+01  0.0000E+00
   6    -5.0000     -44.351 0.1789   0.1403E+00  0.2109E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1880E+01  0.0000E+00
   7    -6.0000     -44.394 0.1788   0.1397E+00  0.2106E-02 -0.1459E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1849E+01  0.0000E+00
   8    -7.0000     -44.441 0.1787   0.1390E+00  0.2101E-02 -0.1457E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1819E+01  0.0000E+00
   9    -8.0000     -44.492 0.1786   0.1382E+00  0.2097E-02 -0.1455E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1788E+01  0.0000E+00
  10    -9.0000     -44.547 0.1785   0.1374E+00  0.2092E-02 -0.1452E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1758E+01  0.0000E+00
  11   -10.0000     -44.606 0.1783   0.1365E+00  0.2087E-02 -0.1449E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1729E+01  0.0000E+00
  12   -11.0000     -44.670 0.1782   0.1355E+00  0.2081E-02 -0.1445E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1699E+01  0.0000E+00
  13   -12.0000     -44.740 0.1780   0.1344E+00  0.2074E-02 -0.1442E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1670E+01  0.0000E+00
  14   -13.0000     -44.815 0.1778   0.1333E+00  0.2067E-02 -0.1438E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1641E+01  0.0000E+00
  15   -14.0000     -44.898 0.1777   0.1320E+00  0.2060E-02 -0.1433E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1613E+01  0.0000E+00
  16   -15.0000     -44.988 0.1775   0.1306E+00  0.2052E-02 -0.1428E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1584E+01  0.0000E+00
  17   -16.0000     -45.085 0.1772   0.1291E+00  0.2043E-02 -0.1423E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1556E+01  0.0000E+00
  18   -17.0000     -45.192 0.1770   0.1275E+00  0.2033E-02 -0.1417E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1528E+01  0.0000E+00
  19   -18.0000     -45.310 0.1767   0.1257E+00  0.2022E-02 -0.1410E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1501E+01  0.0000E+00
  20   -19.0000     -45.438 0.1764   0.1237E+00  0.2010E-02 -0.1403E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1474E+01  0.0000E+00
  21   -20.0000     -45.579 0.1761   0.1215E+00  0.1997E-02 -0.1395E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1447E+01  0.0000E+00
  22   -21.0000     -45.735 0.1758   0.1192E+00  0.1983E-02 -0.1386E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1420E+01  0.0000E+00
  23   -22.0000     -45.906 0.1754   0.1166E+00  0.1968E-02 -0.1376E+00  0.0000E+00      -1  -0.130E-02   20.00  0.1393E+01  0.0000E+00
  24   -23.0000     -46.096 0.1750   0.1138E+00  0.1951E-02 -0.1365E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1366E+01  0.0000E+00
  25   -24.0000     -46.307 0.1745   0.1107E+00  0.1932E-02 -0.1352E+00  0.0000E+00      -1  -0.127E-02   20.00  0.1340E+01  0.0000E+00
  26   -25.0000     -46.541 0.1740   0.1072E+00  0.1912E-02 -0.1338E+00  0.0000E+00      -1  -0.126E-02   20.00  0.1314E+01  0.0000E+00
  27   -26.0000     -46.804 0.1734   0.1034E+00  0.1889E-02 -0.1323E+00  0.0000E+00      -1  -0.125E-02   20.00  0.1288E+01  0.0000E+00
  28   -27.0000     -47.104 0.1727   0.9915E-01  0.1864E-02 -0.1309E+00  0.0000E+00      -1  -0.123E-02   20.00  0.1262E+01  0.0000E+00
  29   -28.0000     -47.449 0.1720   0.9446E-01  0.1835E-02 -0.1295E+00  0.0000E+00      -1  -0.122E-02   20.00  0.1236E+01  0.0000E+00
  30   -29.0000     -47.825 0.1714   0.9274E-01  0.1817E-02 -0.1281E+00  0.0000E+00      -1  -0.121E-02   20.00  0.1210E+01  0.0000E+00
  31   -30.0000     -48.212 0.1708   0.9097E-01  0.1799E-02 -0.1267E+00  0.0000E+00      -1  -0.119E-02   20.00  0.1184E+01  0.0000E+00
  32   -31.0000     -48.611 0.1702   0.8914E-01  0.1780E-02 -0.1252E+00  0.0000E+00      -1  -0.118E-02   20.00  0.1159E+01  0.0000E+00
  33   -32.0000     -49.023 0.1696   0.8725E-01  0.1760E-02 -0.1237E+00  0.0000E+00      -1  -0.117E-02   20.00  0.1133E+01  0.0000E+00
  34   -33.0000     -49.448 0.1690   0.8529E-01  0.1739E-02 -0.1221E+00  0.0000E+00      -1  -0.115E-02   20.00  0.1108E+01  0.0000E+00
  35   -34.0000     -49.887 0.1683   0.8326E-01  0.1718E-02 -0.1204E+00  0.0000E+00      -1  -0.114E-02   20.00  0.1083E+01  0.0000E+00
  36   -35.0000     -50.342 0.1676   0.8116E-01  0.1696E-02 -0.1187E+00  0.0000E+00      -1  -0.112E-02   20.00  0.1058E+01  0.0000E+00
  37   -36.0000     -50.813 0.1669   0.7896E-01  0.1673E-02 -0.1169E+00  0.0000E+00      -1  -0.110E-02   20.00  0.1033E+01  0.0000E+00
  38   -37.0000     -51.302 0.1662   0.7668E-01  0.1649E-02 -0.1149E+00  0.0000E+00      -1  -0.108E-02   20.00  0.1008E+01  0.0000E+00
  39   -38.0000     -51.812 0.1654   0.7430E-01  0.1624E-02 -0.1129E+00  0.0000E+00      -1  -0.106E-02   20.00  0.9834E+00  0.0000E+00
  40   -39.0000     -52.343 0.1646   0.7181E-01  0.1598E-02 -0.1108E+00  0.0000E+00      -1  -0.104E-02   20.00  0.9586E+00  0.0000E+00
  41   -40.0000     -52.899 0.1638   0.6920E-01  0.1571E-02 -0.1085E+00  0.0000E+00      -1  -0.102E-02   20.00  0.9339E+00  0.0000E+00
  42   -41.0000     -53.481 0.1629   0.6647E-01  0.1542E-02 -0.1061E+00  0.0000E+00      -1  -0.100E-02   20.00  0.9091E+00  0.0000E+00
  43   -42.0000     -54.094 0.1619   0.6359E-01  0.1512E-02 -0.1036E+00  0.0000E+00      -1  -0.976E-03   20.00  0.8844E+00  0.0000E+00
  44   -43.0000     -54.741 0.1610   0.6056E-01  0.1480E-02 -0.1008E+00  0.0000E+00      -1  -0.950E-03   20.00  0.8596E+00  0.0000E+00
  45   -44.0000     -55.426 0.1599   0.5737E-01  0.1447E-02 -0.9783E-01  0.0000E+00      -1  -0.922E-03   20.00  0.8347E+00  0.0000E+00
  46   -45.0000     -56.155 0.1588   0.5400E-01  0.1412E-02 -0.9458E-01  0.0000E+00      -1  -0.891E-03   20.00  0.8095E+00  0.0000E+00
  47   -46.0000     -56.934 0.1577   0.5043E-01  0.1374E-02 -0.9117E-01  0.0000E+00      -1  -0.859E-03   20.00  0.7842E+00  0.0000E+00
  48   -47.0000     -57.778 0.1564   0.4659E-01  0.1334E-02 -0.8775E-01  0.0000E+00      -1  -0.827E-03   20.00  0.7585E+00  0.0000E+00
  49   -48.0000     -58.712 0.1550   0.4239E-01  0.1290E-02 -0.8438E-01  0.0000E+00      -1  -0.795E-03   20.00  0.7326E+00  0.0000E+00
  50   -49.0000     -59.779 0.1534   0.3765E-01  0.1241E-02 -0.8116E-01  0.0000E+00      -1  -0.765E-03   20.00  0.7064E+00  0.0000E+00
  51   -50.0000     -60.949 0.1522   0.3572E-01  0.1208E-02 -0.7802E-01  0.0000E+00      -1  -0.735E-03   20.00  0.6801E+00  0.0000E+00
  52   -51.0000     -62.142 0.1510   0.3400E-01  0.1177E-02 -0.7482E-01  0.0000E+00      -1  -0.705E-03   20.00  0.6536E+00  0.0000E+00
  53   -52.0000     -63.352 0.1497   0.3224E-01  0.1145E-02 -0.7155E-01  0.0000E+00      -1  -0.674E-03   20.00  0.6270E+00  0.0000E+00
  54   -53.0000     -64.581 0.1485   0.3046E-01  0.1113E-02 -0.6821E-01  0.0000E+00      -1  -0.643E-03   20.00  0.6001E+00  0.0000E+00
  55   -54.0000     -65.832 0.1472   0.2865E-01  0.1080E-02 -0.6479E-01  0.0000E+00      -1  -0.611E-03   20.00  0.5729E+00  0.0000E+00
  56   -55.0000     -67.106 0.1460   0.2681E-01  0.1046E-02 -0.6128E-01  0.0000E+00      -1  -0.578E-03   20.00  0.5454E+00  0.0000E+00
  57   -56.0000     -68.405 0.1447   0.2494E-01  0.1012E-02 -0.5765E-01  0.0000E+00      -1  -0.543E-03   20.00  0.5175E+00  0.0000E+00
  58   -57.0000     -69.731 0.1433   0.2304E-01  0.9773E-03 -0.5389E-01  0.0000E+00      -1  -0.508E-03   20.00  0.4891E+00  0.0000E+00
  59   -58.0000     -71.084 0.1420   0.2112E-01  0.9422E-03 -0.5012E-01  0.0000E+00      -1  -0.472E-03   20.00  0.4602E+00  0.0000E+00
  60   -59.0000     -72.483 0.1406   0.1914E-01  0.9061E-03 -0.4651E-01  0.0000E+00      -1  -0.438E-03   20.00  0.4309E+00  0.0000E+00
  61   -60.0000     -73.955 0.1391   0.1706E-01  0.8682E-03 -0.4311E-01  0.0000E+00      -1  -0.406E-03   20.00  0.4013E+00  0.0000E+00
  62   -61.0000     -75.558 0.1375   0.1480E-01  0.8270E-03 -0.4000E-01  0.0000E+00      -1  -0.377E-03   20.00  0.3715E+00  0.0000E+00
  63   -62.0000     -77.254 0.1363   0.1379E-01  0.8001E-03 -0.3714E-01  0.0000E+00      -1  -0.350E-03   20.00  0.3417E+00  0.0000E+00
  64   -63.0000     -78.919 0.1352   0.1304E-01  0.7763E-03 -0.3440E-01  0.0000E+00      -1  -0.324E-03   20.00  0.3121E+00  0.0000E+00
  65   -64.0000     -80.527 0.1341   0.1231E-01  0.7533E-03 -0.3177E-01  0.0000E+00      -1  -0.299E-03   20.00  0.2829E+00  0.0000E+00
  66   -65.0000     -82.075 0.1331   0.1161E-01  0.7312E-03 -0.2924E-01  0.0000E+00      -1  -0.276E-03   20.00  0.2542E+00  0.0000E+00
  67   -66.0000     -83.559 0.1321   0.1094E-01  0.7100E-03 -0.2684E-01  0.0000E+00      -1  -0.253E-03   20.00  0.2261E+00  0.0000E+00
  68   -67.0000     -84.976 0.1311   0.1030E-01  0.6897E-03 -0.2456E-01  0.0000E+00      -1  -0.231E-03   20.00  0.1988E+00  0.0000E+00
  69   -68.0000     -86.323 0.1302   0.9688E-02  0.6704E-03 -0.2241E-01  0.0000E+00      -1  -0.211E-03   20.00  0.1726E+00  0.0000E+00
  70   -69.0000     -87.597 0.1294   0.9111E-02  0.6521E-03 -0.2040E-01  0.0000E+00      -1  -0.192E-03   20.00  0.1478E+00  0.0000E+00
  71   -70.0000     -88.795 0.1286   0.8568E-02  0.6350E-03 -0.1853E-01  0.0000E+00      -1  -0.175E-03   20.00  0.1246E+00  0.0000E+00
  72   -71.0000     -89.916 0.1279   0.8060E-02  0.6189E-03 -0.1680E-01  0.0000E+00      -1  -0.158E-03   20.00  0.1034E+00  0.0000E+00
  73   -72.0000     -90.958 0.1272   0.7588E-02  0.6040E-03 -0.1521E-01  0.0000E+00      -1  -0.143E-03   20.00  0.8421E-01  0.0000E+00
  74   -73.0000     -91.919 0.1265   0.7153E-02  0.5902E-03 -0.1375E-01  0.0000E+00      -1  -0.130E-03   20.00  0.6733E-01  0.0000E+00
  75   -74.0000     -92.794 0.1259   0.6755E-02  0.5777E-03 -0.1243E-01  0.0000E+00      -1  -0.117E-03   20.00  0.5277E-01  0.0000E+00
  76   -75.0000     -93.592 0.1254   0.6393E-02  0.5662E-03 -0.1130E-01  0.0000E+00      -1  -0.106E-03   20.00  0.4051E-01  0.0000E+00
  77   -76.0000     -94.322 0.1249   0.6060E-02  0.5557E-03 -0.1034E-01  0.0000E+00      -1  -0.974E-04   20.00  0.3048E-01  0.0000E+00
  78   -77.0000     -94.998 0.1245   0.5751E-02  0.5459E-03 -0.9542E-02  0.0000E+00      -1  -0.899E-04   20.00  0.2247E-01  0.0000E+00
  79   -78.0000     -95.631 0.1241   0.5503E-02  0.5376E-03 -0.8902E-02  0.0000E+00      -1  -0.839E-04   20.00  0.1627E-01  0.0000E+00
  80   -79.0000     -96.208 0.1238   0.5423E-02  0.5332E-03 -0.8369E-02  0.0000E+00      -1  -0.789E-04   20.00  0.1159E-01  0.0000E+00
  81   -80.0000     -96.715 0.1236   0.5352E-02  0.5294E-03 -0.7901E-02  0.0000E+00      -1  -0.745E-04   20.00  0.8124E-02  0.0000E+00
  82   -81.0000     -97.159 0.1234   0.5291E-02  0.5260E-03 -0.7493E-02  0.0000E+00      -1  -0.706E-04   20.00  0.5612E-02  0.0000E+00
  83   -82.0000     -97.546 0.1233   0.5237E-02  0.5231E-03 -0.7137E-02  0.0000E+00      -1  -0.673E-04   20.00  0.3823E-02  0.0000E+00
  84   -83.0000     -97.884 0.1231   0.5190E-02  0.5205E-03 -0.6827E-02  0.0000E+00      -1  -0.643E-04   20.00  0.2570E-02  0.0000E+00
  85   -84.0000     -98.176 0.1230   0.5150E-02  0.5183E-03 -0.6558E-02  0.0000E+00      -1  -0.618E-04   20.00  0.1707E-02  0.0000E+00
  86   -85.0000     -98.430 0.1229   0.5115E-02  0.5164E-03 -0.6325E-02  0.0000E+00      -1  -0.596E-04   20.00  0.1121E-02  0.0000E+00
  87   -86.0000     -98.649 0.1228   0.5085E-02  0.5148E-03 -0.6122E-02  0.0000E+00      -1  -0.577E-04   20.00  0.7291E-03  0.0000E+00
  88   -87.0000     -98.837 0.1227   0.5059E-02  0.5133E-03 -0.5947E-02  0.0000E+00      -1  -0.561E-04   20.00  0.4697E-03  0.0000E+00
  89   -88.0000     -98.999 0.1226   0.5036E-02  0.5121E-03 -0.5795E-02  0.0000E+00      -1  -0.546E-04   20.00  0.3000E-03  0.0000E+00
  90   -89.0000     -99.138 0.1226   0.5017E-02  0.5111E-03 -0.5664E-02  0.0000E+00      -1  -0.534E-04   20.00  0.1902E-03  0.0000E+00
  91   -90.0000     -99.257 0.1225   0.5001E-02  0.5102E-03 -0.5550E-02  0.0000E+00      -1  -0.523E-04   20.00  0.1197E-03  0.0000E+00
  92   -91.0000     -99.358 0.1225   0.4987E-02  0.5094E-03 -0.5451E-02  0.0000E+00      -1  -0.514E-04   20.00  0.7495E-04  0.0000E+00
  93   -92.0000     -99.443 0.1224   0.4975E-02  0.5088E-03 -0.5365E-02  0.0000E+00      -1  -0.506E-04   20.00  0.4667E-04  0.0000E+00
  94   -93.0000     -99.514 0.1224   0.4965E-02  0.5082E-03 -0.5290E-02  0.0000E+00      -1  -0.499E-04   20.00  0.2894E-04  0.0000E+00
  95   -94.0000     -99.573 0.1224   0.4957E-02  0.5078E-03 -0.5224E-02  0.0000E+00      -1  -0.492E-04   20.00  0.1789E-04  0.0000E+00
  96   -95.0000     -99.622 0.1224   0.4951E-02  0.5074E-03 -0.5165E-02  0.0000E+00      -1  -0.487E-04   20.00  0.1107E-04  0.0000E+00
  97   -96.0000     -99.660 0.1223   0.4945E-02  0.5071E-03 -0.5112E-02  0.0000E+00      -1  -0.482E-04   20.00  0.6905E-05  0.0000E+00
  98   -97.0000     -99.689 0.1223   0.4941E-02  0.5069E-03 -0.5064E-02  0.0000E+00      -1  -0.477E-04   20.00  0.4424E-05  0.0000E+00
  99   -98.0000     -99.710 0.1223   0.4939E-02  0.5068E-03 -0.5020E-02  0.0000E+00      -1  -0.473E-04   20.00  0.3039E-05  0.0000E+00
 100   -99.0000     -99.722 0.1223   0.4937E-02  0.5067E-03 -0.4978E-02  0.0000E+00      -1  -0.469E-04   20.00  0.2419E-05  0.0000E+00
 101  -100.0000     -99.726 0.1223   0.4936E-02  0.5066E-03 -0.4957E-02  0.0000E+00      -1  -0.467E-04   20.00  0.2419E-05  0.0000E+00
end


 Time:       30.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -43.921 0.1799   0.1456E+00  0.2141E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2400E+01  0.0000E+00
   2    -1.0000     -43.930 0.1798   0.1456E+00  0.2141E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2367E+01  0.0000E+00
   3    -2.0000     -43.940 0.1798   0.1455E+00  0.2141E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2335E+01  0.0000E+00
   4    -3.0000     -43.950 0.1798   0.1454E+00  0.2140E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2304E+01  0.0000E+00
   5    -4.0000     -43.960 0.1798   0.1453E+00  0.2140E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2272E+01  0.0000E+00
   6    -5.0000     -43.970 0.1797   0.1453E+00  0.2139E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2241E+01  0.0000E+00
   7    -6.0000     -43.981 0.1797   0.1452E+00  0.2138E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2210E+01  0.0000E+00
   8    -7.0000     -43.992 0.1797   0.1450E+00  0.2138E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2179E+01  0.0000E+00
   9    -8.0000     -44.004 0.1797   0.1449E+00  0.2137E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2148E+01  0.0000E+00
  10    -9.0000     -44.016 0.1796   0.1448E+00  0.2136E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2118E+01  0.0000E+00
  11   -10.0000     -44.029 0.1796   0.1446E+00  0.2135E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2088E+01  0.0000E+00
