	Time	cvTop	cvBot	Sum(cvTop)	Sum(cvBot)	cvCh0	cvCh1	cTop	cRoot	cBot	cvRoot	Sum(cvRoot)	Sum(cvNEql)	TLevel	cGWL	cRunOff	Sum(cRunOff)	"(cv(i),"	"Sum(cv(i)),"	"i=1,NObs)"
	[T]	[M/L2/T]	[M/L2/T]	[M/L2]	[M/L2]	[M/L2]	[M/L2]	[M/L3]	[M/L3]	[M/L3]	[M/L2/T]	[M/L2]	[M/L2]	[M/L3]	[M/L2]	[M/L3]	[M/L2/T]	[M/L2]		
	15.9332	1.47E+01	0.00E+00	2.34E+02	0.00E+00	0.00E+00	0.00E+00	1.52E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	111	0.00E+00	0.00E+00	0.00E+00			
	16.1378	1.47E+01	0.00E+00	2.37E+02	0.00E+00	0.00E+00	0.00E+00	1.53E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	112	0.00E+00	0.00E+00	0.00E+00			
	16.3424	1.47E+01	0.00E+00	2.40E+02	0.00E+00	0.00E+00	0.00E+00	1.54E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	113	0.00E+00	0.00E+00	0.00E+00			
	16.547	1.47E+01	0.00E+00	2.43E+02	0.00E+00	0.00E+00	0.00E+00	1.54E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	114	0.00E+00	0.00E+00	0.00E+00			
	16.7516	1.47E+01	0.00E+00	2.46E+02	0.00E+00	0.00E+00	0.00E+00	1.55E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	115	0.00E+00	0.00E+00	0.00E+00			
	16.9562	1.47E+01	0.00E+00	2.49E+02	0.00E+00	0.00E+00	0.00E+00	1.56E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	116	0.00E+00	0.00E+00	0.00E+00			
	17.1608	1.47E+01	0.00E+00	2.52E+02	0.00E+00	0.00E+00	0.00E+00	1.57E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	117	0.00E+00	0.00E+00	0.00E+00			
	17.3654	1.47E+01	0.00E+00	2.55E+02	0.00E+00	0.00E+00	0.00E+00	1.58E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	118	0.00E+00	0.00E+00	0.00E+00			
	17.57	1.47E+01	0.00E+00	2.58E+02	0.00E+00	0.00E+00	0.00E+00	1.58E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	119	0.00E+00	0.00E+00	0.00E+00			
	17.7746	1.47E+01	0.00E+00	2.61E+02	0.00E+00	0.00E+00	0.00E+00	1.59E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	120	0.00E+00	0.00E+00	0.00E+00			
	17.9792	1.47E+01	0.00E+00	2.64E+02	0.00E+00	0.00E+00	0.00E+00	1.60E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	121	0.00E+00	0.00E+00	0.00E+00			
	18.1812	1.47E+01	0.00E+00	2.67E+02	0.00E+00	0.00E+00	0.00E+00	1.61E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	122	0.00E+00	0.00E+00	0.00E+00			
	18.3833	1.47E+01	0.00E+00	2.70E+02	0.00E+00	0.00E+00	0.00E+00	1.61E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	123	0.00E+00	0.00E+00	0.00E+00			
	18.5854	1.47E+01	0.00E+00	2.73E+02	0.00E+00	0.00E+00	0.00E+00	1.62E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	124	0.00E+00	0.00E+00	0.00E+00			
	18.7875	1.47E+01	0.00E+00	2.76E+02	0.00E+00	0.00E+00	0.00E+00	1.63E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	125	0.00E+00	0.00E+00	0.00E+00			
	18.9896	1.47E+01	0.00E+00	2.79E+02	0.00E+00	0.00E+00	0.00E+00	1.64E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	126	0.00E+00	0.00E+00	0.00E+00			
	19.1917	1.47E+01	0.00E+00	2.82E+02	0.00E+00	0.00E+00	0.00E+00	1.64E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	127	0.00E+00	0.00E+00	0.00E+00			
	19.3937	1.47E+01	0.00E+00	2.85E+02	0.00E+00	0.00E+00	0.00E+00	1.65E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	128	0.00E+00	0.00E+00	0.00E+00			
	19.5958	1.47E+01	0.00E+00	2.88E+02	0.00E+00	0.00E+00	0.00E+00	1.66E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	129	0.00E+00	0.00E+00	0.00E+00			
	19.7979	1.47E+01	0.00E+00	2.91E+02	0.00E+00	0.00E+00	0.00E+00	1.66E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	130	0.00E+00	0.00E+00	0.00E+00			
	20	1.47E+01	0.00E+00	2.94E+02	0.00E+00	0.00E+00	0.00E+00	1.67E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	131	0.00E+00	0.00E+00	0.00E+00			
	20.2046	1.47E+01	0.00E+00	2.97E+02	0.00E+00	0.00E+00	0.00E+00	1.68E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	132	0.00E+00	0.00E+00	0.00E+00			
	20.4092	1.47E+01	0.00E+00	3.00E+02	0.00E+00	0.00E+00	0.00E+00	1.69E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	133	0.00E+00	0.00E+00	0.00E+00			
	20.6138	1.47E+01	0.00E+00	3.03E+02	0.00E+00	0.00E+00	0.00E+00	1.70E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	134	0.00E+00	0.00E+00	0.00E+00			
	20.8184	1.47E+01	0.00E+00	3.06E+02	0.00E+00	0.00E+00	0.00E+00	1.70E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	135	0.00E+00	0.00E+00	0.00E+00			
	21.023	1.47E+01	0.00E+00	3.09E+02	0.00E+00	0.00E+00	0.00E+00	1.71E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	136	0.00E+00	0.00E+00	0.00E+00			
	21.2276	1.47E+01	0.00E+00	3.12E+02	0.00E+00	0.00E+00	0.00E+00	1.72E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	137	0.00E+00	0.00E+00	0.00E+00			
	21.4322	1.47E+01	0.00E+00	3.15E+02	0.00E+00	0.00E+00	0.00E+00	1.72E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	138	0.00E+00	0.00E+00	0.00E+00			
	21.6368	1.47E+01	0.00E+00	3.18E+02	0.00E+00	0.00E+00	0.00E+00	1.73E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	139	0.00E+00	0.00E+00	0.00E+00			
	21.8413	1.47E+01	0.00E+00	3.21E+02	0.00E+00	0.00E+00	0.00E+00	1.74E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	140	0.00E+00	0.00E+00	0.00E+00			
	22.0459	1.47E+01	0.00E+00	3.24E+02	0.00E+00	0.00E+00	0.00E+00	1.75E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	141	0.00E+00	0.00E+00	0.00E+00			
	22.2505	1.47E+01	0.00E+00	3.27E+02	0.00E+00	0.00E+00	0.00E+00	1.75E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	142	0.00E+00	0.00E+00	0.00E+00			
	22.4551	1.47E+01	0.00E+00	3.30E+02	0.00E+00	0.00E+00	0.00E+00	1.76E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	143	0.00E+00	0.00E+00	0.00E+00			
	22.6597	1.47E+01	0.00E+00	3.33E+02	0.00E+00	0.00E+00	0.00E+00	1.77E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	144	0.00E+00	0.00E+00	0.00E+00			
	22.8643	1.47E+01	0.00E+00	3.36E+02	0.00E+00	0.00E+00	0.00E+00	1.77E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	145	0.00E+00	0.00E+00	0.00E+00			
	23.0689	1.47E+01	0.00E+00	3.39E+02	0.00E+00	0.00E+00	0.00E+00	1.78E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	146	0.00E+00	0.00E+00	0.00E+00			
	23.2735	1.47E+01	0.00E+00	3.42E+02	0.00E+00	0.00E+00	0.00E+00	1.79E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	147	0.00E+00	0.00E+00	0.00E+00			
	23.4781	1.47E+01	0.00E+00	3.45E+02	0.00E+00	0.00E+00	0.00E+00	1.79E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	148	0.00E+00	0.00E+00	0.00E+00			
	23.6827	1.47E+01	0.00E+00	3.48E+02	0.00E+00	0.00E+00	0.00E+00	1.80E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	149	0.00E+00	0.00E+00	0.00E+00			
	23.8873	1.47E+01	0.00E+00	3.51E+02	0.00E+00	0.00E+00	0.00E+00	1.81E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	150	0.00E+00	0.00E+00	0.00E+00			
	24.0919	1.47E+01	0.00E+00	3.54E+02	0.00E+00	0.00E+00	0.00E+00	1.81E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	151	0.00E+00	0.00E+00	0.00E+00			
	24.2965	1.47E+01	0.00E+00	3.57E+02	0.00E+00	0.00E+00	0.00E+00	1.82E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	152	0.00E+00	0.00E+00	0.00E+00			
	24.5011	1.47E+01	0.00E+00	3.60E+02	0.00E+00	0.00E+00	0.00E+00	1.83E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	153	0.00E+00	0.00E+00	0.00E+00			
	24.7057	1.47E+01	0.00E+00	3.63E+02	0.00E+00	0.00E+00	0.00E+00	1.83E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	154	0.00E+00	0.00E+00	0.00E+00			
	24.9103	1.47E+01	0.00E+00	3.66E+02	0.00E+00	0.00E+00	0.00E+00	1.84E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	155	0.00E+00	0.00E+00	0.00E+00			
	25.1148	1.47E+01	0.00E+00	3.69E+02	0.00E+00	0.00E+00	0.00E+00	1.85E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	156	0.00E+00	0.00E+00	0.00E+00			
	25.3194	1.47E+01	0.00E+00	3.72E+02	0.00E+00	0.00E+00	0.00E+00	1.85E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	157	0.00E+00	0.00E+00	0.00E+00			
	25.524	1.47E+01	0.00E+00	3.75E+02	0.00E+00	0.00E+00	0.00E+00	1.86E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	158	0.00E+00	0.00E+00	0.00E+00			
	25.7286	1.47E+01	0.00E+00	3.78E+02	0.00E+00	0.00E+00	0.00E+00	1.87E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	159	0.00E+00	0.00E+00	0.00E+00			
	25.9332	1.47E+01	0.00E+00	3.81E+02	0.00E+00	0.00E+00	0.00E+00	1.87E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	160	0.00E+00	0.00E+00	0.00E+00			
	26.1378	1.47E+01	0.00E+00	3.84E+02	0.00E+00	0.00E+00	0.00E+00	1.88E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	161	0.00E+00	0.00E+00	0.00E+00			
	26.3424	1.47E+01	0.00E+00	3.87E+02	0.00E+00	0.00E+00	0.00E+00	1.88E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	162	0.00E+00	0.00E+00	0.00E+00			
	26.547	1.47E+01	0.00E+00	3.90E+02	0.00E+00	0.00E+00	0.00E+00	1.89E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	163	0.00E+00	0.00E+00	0.00E+00			
	26.7516	1.47E+01	0.00E+00	3.93E+02	0.00E+00	0.00E+00	0.00E+00	1.90E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	164	0.00E+00	0.00E+00	0.00E+00			
	26.9562	1.47E+01	0.00E+00	3.96E+02	0.00E+00	0.00E+00	0.00E+00	1.90E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	165	0.00E+00	0.00E+00	0.00E+00			
	27.1608	1.47E+01	0.00E+00	3.99E+02	0.00E+00	0.00E+00	0.00E+00	1.91E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	166	0.00E+00	0.00E+00	0.00E+00			
	27.3654	1.47E+01	0.00E+00	4.02E+02	0.00E+00	0.00E+00	0.00E+00	1.92E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	167	0.00E+00	0.00E+00	0.00E+00			
	27.57	1.47E+01	0.00E+00	4.05E+02	0.00E+00	0.00E+00	0.00E+00	1.92E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	168	0.00E+00	0.00E+00	0.00E+00			
	27.7746	1.47E+01	0.00E+00	4.08E+02	0.00E+00	0.00E+00	0.00E+00	1.93E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	169	0.00E+00	0.00E+00	0.00E+00			
	27.9792	1.47E+01	0.00E+00	4.11E+02	0.00E+00	0.00E+00	0.00E+00	1.93E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	170	0.00E+00	0.00E+00	0.00E+00			
	28.1812	1.47E+01	0.00E+00	4.14E+02	0.00E+00	0.00E+00	0.00E+00	1.94E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	171	0.00E+00	0.00E+00	0.00E+00			
	28.3833	1.47E+01	0.00E+00	4.17E+02	0.00E+00	0.00E+00	0.00E+00	1.95E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	172	0.00E+00	0.00E+00	0.00E+00			
	28.5854	1.47E+01	0.00E+00	4.20E+02	0.00E+00	0.00E+00	0.00E+00	1.95E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	173	0.00E+00	0.00E+00	0.00E+00			
	28.7875	1.47E+01	0.00E+00	4.23E+02	0.00E+00	0.00E+00	0.00E+00	1.96E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	174	0.00E+00	0.00E+00	0.00E+00			
	28.9896	1.47E+01	0.00E+00	4.26E+02	0.00E+00	0.00E+00	0.00E+00	1.96E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	175	0.00E+00	0.00E+00	0.00E+00			
	29.1917	1.47E+01	0.00E+00	4.29E+02	0.00E+00	0.00E+00	0.00E+00	1.97E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	176	0.00E+00	0.00E+00	0.00E+00			
	29.3937	1.47E+01	0.00E+00	4.32E+02	0.00E+00	0.00E+00	0.00E+00	1.98E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	177	0.00E+00	0.00E+00	0.00E+00			
	29.5958	1.47E+01	0.00E+00	4.35E+02	0.00E+00	0.00E+00	0.00E+00	1.98E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	178	0.00E+00	0.00E+00	0.00E+00			
	29.7979	1.47E+01	0.00E+00	4.38E+02	0.00E+00	0.00E+00	0.00E+00	1.99E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	179	0.00E+00	0.00E+00	0.00E+00			
	30	1.47E+01	0.00E+00	4.41E+02	0.00E+00	0.00E+00	0.00E+00	1.99E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	180	0.00E+00	0.00E+00	0.00E+00			
	30.2046	1.47E+01	0.00E+00	4.44E+02	0.00E+00	0.00E+00	0.00E+00	2.00E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	181	0.00E+00	0.00E+00	0.00E+00			
	30.4092	1.47E+01	0.00E+00	4.47E+02	0.00E+00	0.00E+00	0.00E+00	2.01E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	182	0.00E+00	0.00E+00	0.00E+00			
	30.6138	1.47E+01	0.00E+00	4.50E+02	0.00E+00	0.00E+00	0.00E+00	2.01E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	183	0.00E+00	0.00E+00	0.00E+00			
	30.8184	1.47E+01	0.00E+00	4.53E+02	0.00E+00	0.00E+00	0.00E+00	2.02E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	184	0.00E+00	0.00E+00	0.00E+00			
	31.023	1.47E+01	0.00E+00	4.56E+02	0.00E+00	0.00E+00	0.00E+00	2.02E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	185	0.00E+00	0.00E+00	0.00E+00			
	31.2276	1.47E+01	0.00E+00	4.59E+02	0.00E+00	0.00E+00	0.00E+00	2.03E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	186	0.00E+00	0.00E+00	0.00E+00			
	31.4322	1.47E+01	0.00E+00	4.62E+02	0.00E+00	0.00E+00	0.00E+00	2.03E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	187	0.00E+00	0.00E+00	0.00E+00			
	31.6368	1.47E+01	0.00E+00	4.65E+02	0.00E+00	0.00E+00	0.00E+00	2.04E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	188	0.00E+00	0.00E+00	0.00E+00			
	31.8413	1.47E+01	0.00E+00	4.68E+02	0.00E+00	0.00E+00	0.00E+00	2.05E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	189	0.00E+00	0.00E+00	0.00E+00			
	32.0459	1.47E+01	0.00E+00	4.71E+02	0.00E+00	0.00E+00	0.00E+00	2.05E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	190	0.00E+00	0.00E+00	0.00E+00			
	32.2505	1.47E+01	0.00E+00	4.74E+02	0.00E+00	0.00E+00	0.00E+00	2.06E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	191	0.00E+00	0.00E+00	0.00E+00			
	32.4551	1.47E+01	0.00E+00	4.77E+02	0.00E+00	0.00E+00	0.00E+00	2.06E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	192	0.00E+00	0.00E+00	0.00E+00			
	32.6597	1.47E+01	0.00E+00	4.80E+02	0.00E+00	0.00E+00	0.00E+00	2.07E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	193	0.00E+00	0.00E+00	0.00E+00			
	32.8643	1.47E+01	0.00E+00	4.83E+02	0.00E+00	0.00E+00	0.00E+00	2.07E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	194	0.00E+00	0.00E+00	0.00E+00			
	33.0689	1.47E+01	0.00E+00	4.86E+02	0.00E+00	0.00E+00	0.00E+00	2.08E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	195	0.00E+00	0.00E+00	0.00E+00			
	33.2735	1.47E+01	0.00E+00	4.89E+02	0.00E+00	0.00E+00	0.00E+00	2.09E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	196	0.00E+00	0.00E+00	0.00E+00			
	33.4781	1.47E+01	0.00E+00	4.92E+02	0.00E+00	0.00E+00	0.00E+00	2.09E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	197	0.00E+00	0.00E+00	0.00E+00			
	33.6827	1.47E+01	0.00E+00	4.95E+02	0.00E+00	0.00E+00	0.00E+00	2.10E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	198	0.00E+00	0.00E+00	0.00E+00			
	33.8873	1.47E+01	0.00E+00	4.98E+02	0.00E+00	0.00E+00	0.00E+00	2.10E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	199	0.00E+00	0.00E+00	0.00E+00			
	34.0919	1.47E+01	0.00E+00	5.01E+02	0.00E+00	0.00E+00	0.00E+00	2.11E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	200	0.00E+00	0.00E+00	0.00E+00			
	34.2965	1.47E+01	0.00E+00	5.04E+02	0.00E+00	0.00E+00	0.00E+00	2.11E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	201	0.00E+00	0.00E+00	0.00E+00			
	34.5011	1.47E+01	0.00E+00	5.07E+02	0.00E+00	0.00E+00	0.00E+00	2.12E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	202	0.00E+00	0.00E+00	0.00E+00			
	34.7057	1.47E+01	0.00E+00	5.10E+02	0.00E+00	0.00E+00	0.00E+00	2.12E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	203	0.00E+00	0.00E+00	0.00E+00			
	34.9103	1.47E+01	0.00E+00	5.13E+02	0.00E+00	0.00E+00	0.00E+00	2.13E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	204	0.00E+00	0.00E+00	0.00E+00			
	35.1148	1.47E+01	0.00E+00	5.16E+02	0.00E+00	0.00E+00	0.00E+00	2.14E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	205	0.00E+00	0.00E+00	0.00E+00			
	35.3194	1.47E+01	0.00E+00	5.19E+02	0.00E+00	0.00E+00	0.00E+00	2.14E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	206	0.00E+00	0.00E+00	0.00E+00			
	35.524	1.47E+01	0.00E+00	5.22E+02	0.00E+00	0.00E+00	0.00E+00	2.15E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	207	0.00E+00	0.00E+00	0.00E+00			
	35.7286	1.47E+01	0.00E+00	5.25E+02	0.00E+00	0.00E+00	0.00E+00	2.15E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	208	0.00E+00	0.00E+00	0.00E+00			
	35.9332	1.47E+01	0.00E+00	5.28E+02	0.00E+00	0.00E+00	0.00E+00	2.16E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	209	0.00E+00	0.00E+00	0.00E+00			
	36.1378	1.47E+01	0.00E+00	5.31E+02	0.00E+00	0.00E+00	0.00E+00	2.16E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	210	0.00E+00	0.00E+00	0.00E+00			
	36.3424	1.47E+01	0.00E+00	5.34E+02	0.00E+00	0.00E+00	0.00E+00	2.17E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	211	0.00E+00	0.00E+00	0.00E+00			
	36.547	1.47E+01	0.00E+00	5.37E+02	0.00E+00	0.00E+00	0.00E+00	2.17E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	212	0.00E+00	0.00E+00	0.00E+00			
	36.7516	1.47E+01	0.00E+00	5.40E+02	0.00E+00	0.00E+00	0.00E+00	2.18E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	213	0.00E+00	0.00E+00	0.00E+00			
	36.9562	1.47E+01	0.00E+00	5.43E+02	0.00E+00	0.00E+00	0.00E+00	2.18E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	214	0.00E+00	0.00E+00	0.00E+00			
	37.1608	1.47E+01	0.00E+00	5.46E+02	0.00E+00	0.00E+00	0.00E+00	2.19E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	215	0.00E+00	0.00E+00	0.00E+00			
	37.3654	1.47E+01	0.00E+00	5.49E+02	0.00E+00	0.00E+00	0.00E+00	2.19E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	216	0.00E+00	0.00E+00	0.00E+00			
	37.57	1.47E+01	0.00E+00	5.52E+02	0.00E+00	0.00E+00	0.00E+00	2.20E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	217	0.00E+00	0.00E+00	0.00E+00			
	37.7746	1.47E+01	0.00E+00	5.55E+02	0.00E+00	0.00E+00	0.00E+00	2.20E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	218	0.00E+00	0.00E+00	0.00E+00			
	37.9792	1.47E+01	0.00E+00	5.58E+02	0.00E+00	0.00E+00	0.00E+00	2.21E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	219	0.00E+00	0.00E+00	0.00E+00			
	38.1812	1.47E+01	0.00E+00	5.61E+02	0.00E+00	0.00E+00	0.00E+00	2.21E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	220	0.00E+00	0.00E+00	0.00E+00			
	38.3833	1.47E+01	0.00E+00	5.64E+02	0.00E+00	0.00E+00	0.00E+00	2.22E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	221	0.00E+00	0.00E+00	0.00E+00			
	38.5854	1.47E+01	0.00E+00	5.67E+02	0.00E+00	0.00E+00	0.00E+00	2.22E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	222	0.00E+00	0.00E+00	0.00E+00			
	38.7875	1.47E+01	0.00E+00	5.70E+02	0.00E+00	0.00E+00	0.00E+00	2.23E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	223	0.00E+00	0.00E+00	0.00E+00			
	38.9896	1.47E+01	0.00E+00	5.73E+02	0.00E+00	0.00E+00	0.00E+00	2.23E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	224	0.00E+00	0.00E+00	0.00E+00			
	39.1917	1.47E+01	0.00E+00	5.76E+02	0.00E+00	0.00E+00	0.00E+00	2.24E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	225	0.00E+00	0.00E+00	0.00E+00			
	39.3937	1.47E+01	0.00E+00	5.79E+02	0.00E+00	0.00E+00	0.00E+00	2.24E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	226	0.00E+00	0.00E+00	0.00E+00			
	39.5958	1.47E+01	0.00E+00	5.82E+02	0.00E+00	0.00E+00	0.00E+00	2.25E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	227	0.00E+00	0.00E+00	0.00E+00			
	39.7979	1.47E+01	0.00E+00	5.85E+02	0.00E+00	0.00E+00	0.00E+00	2.25E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	228	0.00E+00	0.00E+00	0.00E+00			
	40	1.47E+01	0.00E+00	5.88E+02	0.00E+00	0.00E+00	0.00E+00	2.26E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	229	0.00E+00	0.00E+00	0.00E+00			
	40.2046	1.47E+01	0.00E+00	5.91E+02	0.00E+00	0.00E+00	0.00E+00	2.26E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	230	0.00E+00	0.00E+00	0.00E+00			
