	Time	cvTop	cvBot	Sum(cvTop)	Sum(cvBot)	cvCh0	cvCh1	cTop	cRoot	cBot	cvRoot	Sum(cvRoot)	Sum(cvNEql)	TLevel	cGWL	cRunOff	Sum(cRunOff)	"(cv(i),"	"Sum(cv(i)),"	"i=1,NObs)"
	[T]	[M/L2/T]	[M/L2/T]	[M/L2]	[M/L2]	[M/L2]	[M/L2]	[M/L3]	[M/L3]	[M/L3]	[M/L2/T]	[M/L2]	[M/L2]	[M/L3]	[M/L2]	[M/L3]	[M/L2/T]	[M/L2]		
	40.4092	1.47E+01	0.00E+00	5.94E+02	0.00E+00	0.00E+00	0.00E+00	2.27E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	231	0.00E+00	0.00E+00	0.00E+00			
	40.6138	1.47E+01	0.00E+00	5.97E+02	0.00E+00	0.00E+00	0.00E+00	2.27E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	232	0.00E+00	0.00E+00	0.00E+00			
	40.8184	1.47E+01	0.00E+00	6.00E+02	0.00E+00	0.00E+00	0.00E+00	2.28E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	233	0.00E+00	0.00E+00	0.00E+00			
	41.023	1.47E+01	0.00E+00	6.03E+02	0.00E+00	0.00E+00	0.00E+00	2.28E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	234	0.00E+00	0.00E+00	0.00E+00			
	41.2276	1.47E+01	0.00E+00	6.06E+02	0.00E+00	0.00E+00	0.00E+00	2.29E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	235	0.00E+00	0.00E+00	0.00E+00			
	41.4322	1.47E+01	0.00E+00	6.09E+02	0.00E+00	0.00E+00	0.00E+00	2.29E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	236	0.00E+00	0.00E+00	0.00E+00			
	41.6368	1.47E+01	0.00E+00	6.12E+02	0.00E+00	0.00E+00	0.00E+00	2.30E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	237	0.00E+00	0.00E+00	0.00E+00			
	41.8413	1.47E+01	0.00E+00	6.15E+02	0.00E+00	0.00E+00	0.00E+00	2.30E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	238	0.00E+00	0.00E+00	0.00E+00			
	42.0459	1.47E+01	0.00E+00	6.18E+02	0.00E+00	0.00E+00	0.00E+00	2.31E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	239	0.00E+00	0.00E+00	0.00E+00			
	42.2505	1.47E+01	0.00E+00	6.21E+02	0.00E+00	0.00E+00	0.00E+00	2.31E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	240	0.00E+00	0.00E+00	0.00E+00			
	42.4551	1.47E+01	0.00E+00	6.24E+02	0.00E+00	0.00E+00	0.00E+00	2.32E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	241	0.00E+00	0.00E+00	0.00E+00			
	42.6597	1.47E+01	0.00E+00	6.27E+02	0.00E+00	0.00E+00	0.00E+00	2.32E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	242	0.00E+00	0.00E+00	0.00E+00			
	42.8643	1.47E+01	0.00E+00	6.30E+02	0.00E+00	0.00E+00	0.00E+00	2.33E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	243	0.00E+00	0.00E+00	0.00E+00			
	43.0689	1.47E+01	0.00E+00	6.33E+02	0.00E+00	0.00E+00	0.00E+00	2.33E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	244	0.00E+00	0.00E+00	0.00E+00			
	43.2735	1.47E+01	0.00E+00	6.36E+02	0.00E+00	0.00E+00	0.00E+00	2.34E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	245	0.00E+00	0.00E+00	0.00E+00			
	43.4781	1.47E+01	0.00E+00	6.39E+02	0.00E+00	0.00E+00	0.00E+00	2.34E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	246	0.00E+00	0.00E+00	0.00E+00			
	43.6827	1.47E+01	0.00E+00	6.42E+02	0.00E+00	0.00E+00	0.00E+00	2.35E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	247	0.00E+00	0.00E+00	0.00E+00			
	43.8873	1.47E+01	0.00E+00	6.45E+02	0.00E+00	0.00E+00	0.00E+00	2.35E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	248	0.00E+00	0.00E+00	0.00E+00			
	44.0919	1.47E+01	0.00E+00	6.48E+02	0.00E+00	0.00E+00	0.00E+00	2.36E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	249	0.00E+00	0.00E+00	0.00E+00			
	44.2965	1.47E+01	0.00E+00	6.51E+02	0.00E+00	0.00E+00	0.00E+00	2.36E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	250	0.00E+00	0.00E+00	0.00E+00			
	44.5011	1.47E+01	0.00E+00	6.54E+02	0.00E+00	0.00E+00	0.00E+00	2.37E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	251	0.00E+00	0.00E+00	0.00E+00			
	44.7057	1.47E+01	0.00E+00	6.57E+02	0.00E+00	0.00E+00	0.00E+00	2.37E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	252	0.00E+00	0.00E+00	0.00E+00			
	44.9103	1.47E+01	0.00E+00	6.60E+02	0.00E+00	0.00E+00	0.00E+00	2.38E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	253	0.00E+00	0.00E+00	0.00E+00			
	45.1148	1.47E+01	0.00E+00	6.63E+02	0.00E+00	0.00E+00	0.00E+00	2.38E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	254	0.00E+00	0.00E+00	0.00E+00			
	45.3194	1.47E+01	0.00E+00	6.66E+02	0.00E+00	0.00E+00	0.00E+00	2.39E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	255	0.00E+00	0.00E+00	0.00E+00			
	45.524	1.47E+01	0.00E+00	6.69E+02	0.00E+00	0.00E+00	0.00E+00	2.39E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	256	0.00E+00	0.00E+00	0.00E+00			
	45.7286	1.47E+01	0.00E+00	6.72E+02	0.00E+00	0.00E+00	0.00E+00	2.40E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	257	0.00E+00	0.00E+00	0.00E+00			
	45.9332	1.47E+01	0.00E+00	6.75E+02	0.00E+00	0.00E+00	0.00E+00	2.40E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	258	0.00E+00	0.00E+00	0.00E+00			
	46.1378	1.47E+01	0.00E+00	6.78E+02	0.00E+00	0.00E+00	0.00E+00	2.40E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	259	0.00E+00	0.00E+00	0.00E+00			
	46.3424	1.47E+01	0.00E+00	6.81E+02	0.00E+00	0.00E+00	0.00E+00	2.41E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	260	0.00E+00	0.00E+00	0.00E+00			
	46.547	1.47E+01	0.00E+00	6.84E+02	0.00E+00	0.00E+00	0.00E+00	2.41E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	261	0.00E+00	0.00E+00	0.00E+00			
	46.7516	1.47E+01	0.00E+00	6.87E+02	0.00E+00	0.00E+00	0.00E+00	2.42E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	262	0.00E+00	0.00E+00	0.00E+00			
	46.9562	1.47E+01	0.00E+00	6.90E+02	0.00E+00	0.00E+00	0.00E+00	2.42E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	263	0.00E+00	0.00E+00	0.00E+00			
	47.1608	1.47E+01	0.00E+00	6.93E+02	0.00E+00	0.00E+00	0.00E+00	2.43E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	264	0.00E+00	0.00E+00	0.00E+00			
	47.3654	1.47E+01	0.00E+00	6.96E+02	0.00E+00	0.00E+00	0.00E+00	2.43E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	265	0.00E+00	0.00E+00	0.00E+00			
	47.57	1.47E+01	0.00E+00	6.99E+02	0.00E+00	0.00E+00	0.00E+00	2.44E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	266	0.00E+00	0.00E+00	0.00E+00			
	47.7746	1.47E+01	0.00E+00	7.02E+02	0.00E+00	0.00E+00	0.00E+00	2.44E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	267	0.00E+00	0.00E+00	0.00E+00			
	47.9792	1.47E+01	0.00E+00	7.05E+02	0.00E+00	0.00E+00	0.00E+00	2.45E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	268	0.00E+00	0.00E+00	0.00E+00			
	48.1812	1.47E+01	0.00E+00	7.08E+02	0.00E+00	0.00E+00	0.00E+00	2.45E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	269	0.00E+00	0.00E+00	0.00E+00			
	48.3833	1.47E+01	0.00E+00	7.11E+02	0.00E+00	0.00E+00	0.00E+00	2.45E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	270	0.00E+00	0.00E+00	0.00E+00			
	48.5854	1.47E+01	0.00E+00	7.14E+02	0.00E+00	0.00E+00	0.00E+00	2.46E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	271	0.00E+00	0.00E+00	0.00E+00			
	48.7875	1.47E+01	0.00E+00	7.17E+02	0.00E+00	0.00E+00	0.00E+00	2.46E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	272	0.00E+00	0.00E+00	0.00E+00			
	48.9896	1.47E+01	0.00E+00	7.20E+02	0.00E+00	0.00E+00	0.00E+00	2.47E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	273	0.00E+00	0.00E+00	0.00E+00			
	49.1917	1.47E+01	0.00E+00	7.23E+02	0.00E+00	0.00E+00	0.00E+00	2.47E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	274	0.00E+00	0.00E+00	0.00E+00			
	49.3937	1.47E+01	0.00E+00	7.26E+02	0.00E+00	0.00E+00	0.00E+00	2.48E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	275	0.00E+00	0.00E+00	0.00E+00			
	49.5958	1.47E+01	0.00E+00	7.29E+02	0.00E+00	0.00E+00	0.00E+00	2.48E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	276	0.00E+00	0.00E+00	0.00E+00			
	49.7979	1.47E+01	0.00E+00	7.32E+02	0.00E+00	0.00E+00	0.00E+00	2.49E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	277	0.00E+00	0.00E+00	0.00E+00			
	50	1.47E+01	0.00E+00	7.35E+02	0.00E+00	0.00E+00	0.00E+00	2.49E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	278	0.00E+00	0.00E+00	0.00E+00			
	50.2046	1.47E+01	0.00E+00	7.38E+02	0.00E+00	0.00E+00	0.00E+00	2.49E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	279	0.00E+00	0.00E+00	0.00E+00			
	50.4092	1.47E+01	0.00E+00	7.41E+02	0.00E+00	0.00E+00	0.00E+00	2.50E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	280	0.00E+00	0.00E+00	0.00E+00			
	50.6138	1.47E+01	0.00E+00	7.44E+02	0.00E+00	0.00E+00	0.00E+00	2.50E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	281	0.00E+00	0.00E+00	0.00E+00			
	50.8184	1.47E+01	0.00E+00	7.47E+02	0.00E+00	0.00E+00	0.00E+00	2.51E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	282	0.00E+00	0.00E+00	0.00E+00			
	51.023	1.47E+01	0.00E+00	7.50E+02	0.00E+00	0.00E+00	0.00E+00	2.51E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	283	0.00E+00	0.00E+00	0.00E+00			
	51.2276	1.47E+01	0.00E+00	7.53E+02	0.00E+00	0.00E+00	0.00E+00	2.52E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	284	0.00E+00	0.00E+00	0.00E+00			
	51.4322	1.47E+01	0.00E+00	7.56E+02	0.00E+00	0.00E+00	0.00E+00	2.52E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	285	0.00E+00	0.00E+00	0.00E+00			
	51.6368	1.47E+01	0.00E+00	7.59E+02	0.00E+00	0.00E+00	0.00E+00	2.53E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	286	0.00E+00	0.00E+00	0.00E+00			
	51.8413	1.47E+01	0.00E+00	7.62E+02	0.00E+00	0.00E+00	0.00E+00	2.53E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	287	0.00E+00	0.00E+00	0.00E+00			
	52.0459	1.47E+01	0.00E+00	7.65E+02	0.00E+00	0.00E+00	0.00E+00	2.53E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	288	0.00E+00	0.00E+00	0.00E+00			
	52.2505	1.47E+01	0.00E+00	7.68E+02	0.00E+00	0.00E+00	0.00E+00	2.54E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	289	0.00E+00	0.00E+00	0.00E+00			
	52.4551	1.47E+01	0.00E+00	7.71E+02	0.00E+00	0.00E+00	0.00E+00	2.54E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	290	0.00E+00	0.00E+00	0.00E+00			
	52.6597	1.47E+01	0.00E+00	7.74E+02	0.00E+00	0.00E+00	0.00E+00	2.55E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	291	0.00E+00	0.00E+00	0.00E+00			
	52.8643	1.47E+01	0.00E+00	7.77E+02	0.00E+00	0.00E+00	0.00E+00	2.55E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	292	0.00E+00	0.00E+00	0.00E+00			
	53.0689	1.47E+01	0.00E+00	7.80E+02	0.00E+00	0.00E+00	0.00E+00	2.56E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	293	0.00E+00	0.00E+00	0.00E+00			
	53.2735	1.47E+01	0.00E+00	7.83E+02	0.00E+00	0.00E+00	0.00E+00	2.56E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	294	0.00E+00	0.00E+00	0.00E+00			
	53.4781	1.47E+01	0.00E+00	7.86E+02	0.00E+00	0.00E+00	0.00E+00	2.56E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	295	0.00E+00	0.00E+00	0.00E+00			
	53.6827	1.47E+01	0.00E+00	7.89E+02	0.00E+00	0.00E+00	0.00E+00	2.57E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	296	0.00E+00	0.00E+00	0.00E+00			
	53.8873	1.47E+01	0.00E+00	7.92E+02	0.00E+00	0.00E+00	0.00E+00	2.57E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	297	0.00E+00	0.00E+00	0.00E+00			
	54.0919	1.47E+01	0.00E+00	7.95E+02	0.00E+00	0.00E+00	0.00E+00	2.58E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	298	0.00E+00	0.00E+00	0.00E+00			
	54.2965	1.47E+01	0.00E+00	7.98E+02	0.00E+00	0.00E+00	0.00E+00	2.58E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	299	0.00E+00	0.00E+00	0.00E+00			
	54.5011	1.47E+01	0.00E+00	8.01E+02	0.00E+00	0.00E+00	0.00E+00	2.59E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	300	0.00E+00	0.00E+00	0.00E+00			
	54.7057	1.47E+01	0.00E+00	8.04E+02	0.00E+00	0.00E+00	0.00E+00	2.59E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	301	0.00E+00	0.00E+00	0.00E+00			
	54.9103	1.47E+01	0.00E+00	8.07E+02	0.00E+00	0.00E+00	0.00E+00	2.59E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	302	0.00E+00	0.00E+00	0.00E+00			
	55.1148	1.47E+01	0.00E+00	8.10E+02	0.00E+00	0.00E+00	0.00E+00	2.60E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	303	0.00E+00	0.00E+00	0.00E+00			
	55.3194	1.47E+01	0.00E+00	8.13E+02	0.00E+00	0.00E+00	0.00E+00	2.60E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	304	0.00E+00	0.00E+00	0.00E+00			
	55.524	1.47E+01	0.00E+00	8.16E+02	0.00E+00	0.00E+00	0.00E+00	2.61E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	305	0.00E+00	0.00E+00	0.00E+00			
	55.7286	1.47E+01	0.00E+00	8.19E+02	0.00E+00	0.00E+00	0.00E+00	2.61E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	306	0.00E+00	0.00E+00	0.00E+00			
	55.9332	1.47E+01	0.00E+00	8.22E+02	0.00E+00	0.00E+00	0.00E+00	2.61E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	307	0.00E+00	0.00E+00	0.00E+00			
	56.1378	1.47E+01	0.00E+00	8.25E+02	0.00E+00	0.00E+00	0.00E+00	2.62E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	308	0.00E+00	0.00E+00	0.00E+00			
	56.3424	1.47E+01	0.00E+00	8.28E+02	0.00E+00	0.00E+00	0.00E+00	2.62E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	309	0.00E+00	0.00E+00	0.00E+00			
	56.547	1.47E+01	0.00E+00	8.31E+02	0.00E+00	0.00E+00	0.00E+00	2.63E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	310	0.00E+00	0.00E+00	0.00E+00			
	56.7516	1.47E+01	0.00E+00	8.34E+02	0.00E+00	0.00E+00	0.00E+00	2.63E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	311	0.00E+00	0.00E+00	0.00E+00			
	56.9562	1.47E+01	0.00E+00	8.37E+02	0.00E+00	0.00E+00	0.00E+00	2.63E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	312	0.00E+00	0.00E+00	0.00E+00			
	57.1608	1.47E+01	0.00E+00	8.40E+02	0.00E+00	0.00E+00	0.00E+00	2.64E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	313	0.00E+00	0.00E+00	0.00E+00			
	57.3654	1.47E+01	0.00E+00	8.43E+02	0.00E+00	0.00E+00	0.00E+00	2.64E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	314	0.00E+00	0.00E+00	0.00E+00			
	57.57	1.47E+01	0.00E+00	8.46E+02	0.00E+00	0.00E+00	0.00E+00	2.65E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	315	0.00E+00	0.00E+00	0.00E+00			
	57.7746	1.47E+01	0.00E+00	8.49E+02	0.00E+00	0.00E+00	0.00E+00	2.65E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	316	0.00E+00	0.00E+00	0.00E+00			
	57.9792	1.47E+01	0.00E+00	8.52E+02	0.00E+00	0.00E+00	0.00E+00	2.66E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	317	0.00E+00	0.00E+00	0.00E+00			
	58.1812	1.47E+01	0.00E+00	8.55E+02	0.00E+00	0.00E+00	0.00E+00	2.66E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	318	0.00E+00	0.00E+00	0.00E+00			
	58.3833	1.47E+01	0.00E+00	8.58E+02	0.00E+00	0.00E+00	0.00E+00	2.66E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	319	0.00E+00	0.00E+00	0.00E+00			
	58.5854	1.47E+01	0.00E+00	8.61E+02	0.00E+00	0.00E+00	0.00E+00	2.67E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	320	0.00E+00	0.00E+00	0.00E+00			
	58.7875	1.47E+01	0.00E+00	8.64E+02	0.00E+00	0.00E+00	0.00E+00	2.67E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	321	0.00E+00	0.00E+00	0.00E+00			
	58.9896	1.47E+01	0.00E+00	8.67E+02	0.00E+00	0.00E+00	0.00E+00	2.68E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	322	0.00E+00	0.00E+00	0.00E+00			
	59.1917	1.47E+01	0.00E+00	8.70E+02	0.00E+00	0.00E+00	0.00E+00	2.68E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	323	0.00E+00	0.00E+00	0.00E+00			
	59.3937	1.47E+01	0.00E+00	8.73E+02	0.00E+00	0.00E+00	0.00E+00	2.68E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	324	0.00E+00	0.00E+00	0.00E+00			
	59.5958	1.47E+01	0.00E+00	8.76E+02	0.00E+00	0.00E+00	0.00E+00	2.69E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	325	0.00E+00	0.00E+00	0.00E+00			
	59.7979	1.47E+01	0.00E+00	8.79E+02	0.00E+00	0.00E+00	0.00E+00	2.69E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	326	0.00E+00	0.00E+00	0.00E+00			
	60	1.47E+01	0.00E+00	8.82E+02	0.00E+00	0.00E+00	0.00E+00	2.69E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	327	0.00E+00	0.00E+00	0.00E+00			
	60.2046	1.47E+01	0.00E+00	8.85E+02	0.00E+00	0.00E+00	0.00E+00	2.70E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	328	0.00E+00	0.00E+00	0.00E+00			
	60.4092	1.47E+01	0.00E+00	8.88E+02	0.00E+00	0.00E+00	0.00E+00	2.70E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	329	0.00E+00	0.00E+00	0.00E+00			
	60.6138	1.47E+01	0.00E+00	8.91E+02	0.00E+00	0.00E+00	0.00E+00	2.71E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	330	0.00E+00	0.00E+00	0.00E+00			
	60.8184	1.47E+01	0.00E+00	8.94E+02	0.00E+00	0.00E+00	0.00E+00	2.71E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	331	0.00E+00	0.00E+00	0.00E+00			
	61.023	1.47E+01	0.00E+00	8.97E+02	0.00E+00	0.00E+00	0.00E+00	2.71E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	332	0.00E+00	0.00E+00	0.00E+00			
	61.2276	1.47E+01	0.00E+00	9.00E+02	0.00E+00	0.00E+00	0.00E+00	2.72E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	333	0.00E+00	0.00E+00	0.00E+00			
	61.4322	1.47E+01	0.00E+00	9.03E+02	0.00E+00	0.00E+00	0.00E+00	2.72E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	334	0.00E+00	0.00E+00	0.00E+00			
	61.6368	1.47E+01	0.00E+00	9.06E+02	0.00E+00	0.00E+00	0.00E+00	2.73E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	335	0.00E+00	0.00E+00	0.00E+00			
	61.8413	1.47E+01	0.00E+00	9.09E+02	0.00E+00	0.00E+00	0.00E+00	2.73E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	336	0.00E+00	0.00E+00	0.00E+00			
	62.0459	1.47E+01	0.00E+00	9.12E+02	0.00E+00	0.00E+00	0.00E+00	2.73E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	337	0.00E+00	0.00E+00	0.00E+00			
	62.2505	1.47E+01	0.00E+00	9.15E+02	0.00E+00	0.00E+00	0.00E+00	2.74E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	338	0.00E+00	0.00E+00	0.00E+00			
	62.4551	1.47E+01	0.00E+00	9.18E+02	0.00E+00	0.00E+00	0.00E+00	2.74E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	339	0.00E+00	0.00E+00	0.00E+00			
	62.6597	1.47E+01	0.00E+00	9.21E+02	0.00E+00	0.00E+00	0.00E+00	2.75E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	340	0.00E+00	0.00E+00	0.00E+00			
	62.8643	1.47E+01	0.00E+00	9.24E+02	0.00E+00	0.00E+00	0.00E+00	2.75E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	341	0.00E+00	0.00E+00	0.00E+00			
	63.0689	1.47E+01	0.00E+00	9.27E+02	0.00E+00	0.00E+00	0.00E+00	2.75E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	342	0.00E+00	0.00E+00	0.00E+00			
	63.2735	1.47E+01	0.00E+00	9.30E+02	0.00E+00	0.00E+00	0.00E+00	2.76E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	343	0.00E+00	0.00E+00	0.00E+00			
	63.4781	1.47E+01	0.00E+00	9.33E+02	0.00E+00	0.00E+00	0.00E+00	2.76E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	344	0.00E+00	0.00E+00	0.00E+00			
	63.6827	1.47E+01	0.00E+00	9.36E+02	0.00E+00	0.00E+00	0.00E+00	2.76E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	345	0.00E+00	0.00E+00	0.00E+00			
	63.8873	1.47E+01	0.00E+00	9.39E+02	0.00E+00	0.00E+00	0.00E+00	2.77E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	346	0.00E+00	0.00E+00	0.00E+00			
	64.0919	1.47E+01	0.00E+00	9.42E+02	0.00E+00	0.00E+00	0.00E+00	2.77E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	347	0.00E+00	0.00E+00	0.00E+00			
	64.2965	1.47E+01	0.00E+00	9.45E+02	0.00E+00	0.00E+00	0.00E+00	2.78E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	348	0.00E+00	0.00E+00	0.00E+00			
	64.5011	1.47E+01	0.00E+00	9.48E+02	0.00E+00	0.00E+00	0.00E+00	2.78E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	349	0.00E+00	0.00E+00	0.00E+00			
	64.7057	1.47E+01	0.00E+00	9.51E+02	0.00E+00	0.00E+00	0.00E+00	2.78E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	350	0.00E+00	0.00E+00	0.00E+00			
